"","keyword","date","geo","hits"
"605","covid",2021-01-20,"Colorado",29
"606","covid",2021-01-21,"Colorado",25
"607","covid",2021-01-22,"Colorado",28
"608","covid",2021-01-23,"Colorado",30
"609","covid",2021-01-24,"Colorado",25
"610","covid",2021-01-25,"Colorado",34
"611","covid",2021-01-26,"Colorado",29
"612","covid",2021-01-27,"Colorado",28
"613","covid",2021-01-28,"Colorado",29
"614","covid",2021-01-29,"Colorado",29
"615","covid",2021-01-30,"Colorado",27
"616","covid",2021-01-31,"Colorado",24
"617","covid",2021-02-01,"Colorado",30
"618","covid",2021-02-02,"Colorado",30
"619","covid",2021-02-03,"Colorado",32
"620","covid",2021-02-04,"Colorado",26
"621","covid",2021-02-05,"Colorado",29
"622","covid",2021-02-06,"Colorado",32
"623","covid",2021-02-07,"Colorado",26
"624","covid",2021-02-08,"Colorado",28
"625","covid",2021-02-09,"Colorado",33
"626","covid",2021-02-10,"Colorado",30
"627","covid",2021-02-11,"Colorado",30
"628","covid",2021-02-12,"Colorado",27
"629","covid",2021-02-13,"Colorado",26
"630","covid",2021-02-14,"Colorado",23
"631","covid",2021-02-15,"Colorado",24
"632","covid",2021-02-16,"Colorado",30
"633","covid",2021-02-17,"Colorado",30
"634","covid",2021-02-18,"Colorado",30
"635","covid",2021-02-19,"Colorado",26
"636","covid",2021-02-20,"Colorado",26
"637","covid",2021-02-21,"Colorado",23
"638","covid",2021-02-22,"Colorado",27
"639","covid",2021-02-23,"Colorado",26
"640","covid",2021-02-24,"Colorado",29
"641","covid",2021-02-25,"Colorado",23
"642","covid",2021-02-26,"Colorado",32
"643","covid",2021-02-27,"Colorado",30
"644","covid",2021-02-28,"Colorado",26
"645","covid",2021-03-01,"Colorado",29
"646","covid",2021-03-02,"Colorado",33
"647","covid",2021-03-03,"Colorado",36
"648","covid",2021-03-04,"Colorado",32
"649","covid",2021-03-05,"Colorado",35
"650","covid",2021-03-06,"Colorado",30
"651","covid",2021-03-07,"Colorado",28
"652","covid",2021-03-08,"Colorado",31
"653","covid",2021-03-09,"Colorado",36
"654","covid",2021-03-10,"Colorado",35
"655","covid",2021-03-11,"Colorado",28
"656","covid",2021-03-12,"Colorado",27
"657","covid",2021-03-13,"Colorado",24
"658","covid",2021-03-14,"Colorado",19
"659","covid",2021-03-15,"Colorado",21
"660","covid",2021-03-16,"Colorado",31
"661","covid",2021-03-17,"Colorado",34
"662","covid",2021-03-18,"Colorado",34
"663","covid",2021-03-19,"Colorado",40
"664","covid",2021-03-20,"Colorado",33
"665","covid",2021-03-21,"Colorado",30
"666","covid",2021-03-22,"Colorado",38
"667","covid",2021-03-23,"Colorado",32
"668","covid",2021-03-24,"Colorado",34
"669","covid",2021-03-25,"Colorado",32
"670","covid",2021-03-26,"Colorado",31
"671","covid",2021-03-27,"Colorado",25
"672","covid",2021-03-28,"Colorado",24
"673","covid",2021-03-29,"Colorado",39
